collection_batch,regime,run_name,horizon_events,n_observations,mean_return_bps,mean_abs_return_bps,median_abs_return_bps,share_abs_return_ge_0_5bps,share_abs_return_ge_1_0bps,share_abs_return_ge_2_0bps
fresh_trades_large_day25,Saturday Day 25,20260704_140444,50,2863,0.082629001132244,0.5826930945398373,0.20808539824668237,0.3566189311910583,0.23786238211666086,0.07265106531610199
fresh_trades_large_day25,Saturday Day 25,20260704_140444,100,2813,0.19445095758652742,1.0279558267941726,0.6398745845814791,0.5371489512975471,0.38784216139353006,0.16921436189121933
fresh_trades_large_day25,Saturday Day 25,20260704_141000,10,2903,0.0048999735322504245,0.0718266101558509,0.0,0.05614881157423355,0.027902170168790905,0.0020668274199104374
fresh_trades_large_day25,Saturday Day 25,20260704_141000,20,2893,0.00990203162239229,0.14408439767353898,0.0,0.10992049775319737,0.05254061527825787,0.011752506049083997
fresh_trades_large_day25,Saturday Day 25,20260704_141000,50,2863,0.02546444264062938,0.36316935815597257,0.0,0.27558505064617533,0.13202933985330073,0.03597624869018512
fresh_trades_large_day25,Saturday Day 25,20260704_141000,100,2813,0.05804522985419927,0.6925931012119222,0.14402062375351576,0.4340561677923925,0.2531105581230004,0.0984713828652684
fresh_trades_large_day25,Saturday Day 25,20260704_141515,10,2903,0.01445130318936167,0.03407948742782536,0.0,0.021701687909059592,0.013434378229417844,0.003100241129865656
fresh_trades_large_day25,Saturday Day 25,20260704_141515,20,2893,0.02900268370850545,0.06817323063090697,0.0,0.04251641894227445,0.027307293466989284,0.006567576909782233
fresh_trades_large_day25,Saturday Day 25,20260704_141515,50,2863,0.0733786252109238,0.17154807870697739,0.0,0.10583304226336011,0.06950750960530912,0.017114914425427872
fresh_trades_large_day25,Saturday Day 25,20260704_141515,100,2813,0.1454212559068749,0.33949136599114843,0.0,0.20547458229648063,0.1432634198364735,0.03519374333451831
fresh_trades_large_day25,Saturday Day 25,20260704_142028,10,2903,-0.025422644752321498,0.08257607405197342,0.0,0.06303823630726835,0.027213227695487428,0.003100241129865656
fresh_trades_large_day25,Saturday Day 25,20260704_142028,20,2893,-0.05102008224643075,0.16572243839203296,0.0,0.13480815762184584,0.06844106463878327,0.006567576909782233
fresh_trades_large_day25,Saturday Day 25,20260704_142028,50,2863,-0.1312366682937451,0.4162892806504384,0.0,0.31610199091861685,0.20572825707300035,0.035277680754453374
fresh_trades_large_day25,Saturday Day 25,20260704_142028,100,2813,-0.2746950928605441,0.7942277212439147,0.46431759323395383,0.49342339139708496,0.36260220405261284,0.13970849626733026
fresh_trades_large_day25,Saturday Day 25,20260704_142541,10,2902,0.011260305425675212,0.0433767243119383,0.0,0.02929014472777395,0.004479669193659545,0.0031013094417643005
fresh_trades_large_day25,Saturday Day 25,20260704_142541,20,2892,0.022598753136440643,0.08583535320270666,0.0,0.054979253112033194,0.014868603042876901,0.00656984785615491
fresh_trades_large_day25,Saturday Day 25,20260704_142541,50,2862,0.057089501341755736,0.20366658070980947,0.0,0.12299091544374563,0.061495457721872815,0.017120894479385047
fresh_trades_large_day25,Saturday Day 25,20260704_142541,100,2812,0.1167155963604373,0.3727549063893066,0.016018029893594132,0.2507112375533428,0.14118065433854907,0.033072546230440966
fresh_trades_large_day25,Saturday Day 25,20260704_143056,10,2902,-0.007005327416460403,0.07001388254561483,0.0,0.07064093728463129,0.014817367332873881,0.0
fresh_trades_large_day25,Saturday Day 25,20260704_143056,20,2892,-0.014058785100047573,0.13953733402633542,0.0,0.13831258644536654,0.03284923928077455,0.0
fresh_trades_large_day25,Saturday Day 25,20260704_143056,50,2862,-0.03551278263317428,0.34346820042014914,0.032029082406292986,0.3109713487071978,0.0957372466806429,0.007686932215234102
fresh_trades_large_day25,Saturday Day 25,20260704_143056,100,2812,-0.07228928541295368,0.6136285282825171,0.5765714976690983,0.5263157894736842,0.19487908961593173,0.03556187766714083
fresh_trades_large_day25,Saturday Day 25,20260704_143609,10,2903,-0.015224612733924704,0.10842363559302957,0.0,0.09472959007922839,0.021357216672407853,0.0
fresh_trades_large_day25,Saturday Day 25,20260704_143609,20,2893,-0.03055279739158474,0.2166218887374513,0.0,0.18285516764604218,0.060490839958520566,0.004493605254061528
fresh_trades_large_day25,Saturday Day 25,20260704_143609,50,2863,-0.07700633648885927,0.49703462355967,0.20825040028094044,0.3765281173594132,0.17918267551519385,0.03981837233670975
fresh_trades_large_day25,Saturday Day 25,20260704_143609,100,2813,-0.14715289507646634,0.8743001241181543,0.5607352360414986,0.5279061500177746,0.3053679345894063,0.12406683256309989
fresh_trades_large_day25,Saturday Day 25,20260704_144124,10,2903,0.014018426624164457,0.06180175219371375,0.0,0.06338270754392009,0.019634860489149156,0.0013778849466069584
fresh_trades_large_day25,Saturday Day 25,20260704_144124,20,2893,0.02813413908388169,0.12403092587302557,0.0,0.12582094711372277,0.04355340477013481,0.004839267196681645
fresh_trades_large_day25,Saturday Day 25,20260704_144124,50,2863,0.07107405214258747,0.311390748604367,0.0,0.3024799161718477,0.13377575969263011,0.015717778553964373
fresh_trades_large_day25,Saturday Day 25,20260704_144124,100,2813,0.14467666407426158,0.5550242355703595,0.224236973633829,0.46178457163170994,0.25773195876288657,0.05154639175257732
fresh_trades_large_day25,Saturday Day 25,20260704_144638,10,2903,0.010647799947108403,0.07086620510052119,0.0,0.0644161212538753,0.012400964519462624,0.0
fresh_trades_large_day25,Saturday Day 25,20260704_144638,20,2893,0.021369482081209347,0.13547093984702105,0.0,0.11994469408918078,0.03387487037677152,0.0
fresh_trades_large_day25,Saturday Day 25,20260704_144638,50,2863,0.053984519541972385,0.3082602626065082,0.0,0.2521830247991617,0.12294795668878798,0.0
fresh_trades_large_day25,Saturday Day 25,20260704_144638,100,2813,0.09194652968030934,0.5332638705127747,0.2561292940694848,0.42161393530039104,0.2413793103448276,0.014219694276573054
fresh_trades_large_day25,Saturday Day 25,20260704_145150,10,2903,0.013015336328884214,0.05602295020408287,0.0,0.04822597313124354,0.009989665862900447,0.003100241129865656
fresh_trades_large_day25,Saturday Day 25,20260704_145150,20,2893,0.0261208097793157,0.11185782354352816,0.0,0.09609402004839267,0.020394054614586935,0.006567576909782233
fresh_trades_large_day25,Saturday Day 25,20260704_145150,50,2863,0.06500284229777739,0.25439744310791584,0.0,0.2022354173943416,0.057981138665735246,0.025847013622074748
fresh_trades_large_day25,Saturday Day 25,20260704_145150,100,2813,0.09886170661105217,0.4459715088505446,0.17603901024454416,0.32634198364735156,0.1134020618556701,0.06221116246000711
fresh_trades_large_day25,Saturday Day 25,20260704_145704,10,2903,-0.007829456061053314,0.013012891778635152,0.0,0.015501205649328281,0.0,0.0
fresh_trades_large_day25,Saturday Day 25,20260704_145704,20,2893,-0.01571302255852712,0.026115731458124705,0.0,0.032837884548911164,0.0,0.0
fresh_trades_large_day25,Saturday Day 25,20260704_145704,50,2863,-0.03969408784671079,0.0659733831037576,0.0,0.08557457212713937,0.0,0.0
fresh_trades_large_day25,Saturday Day 25,20260704_145704,100,2813,-0.08079827309092796,0.13429107962425196,0.0,0.16317099182367578,0.013864201919658727,0.0
weekday_active_tue_day28,Tuesday Day 28,20260707_185956,10,2901,0.01615095409590879,1.3909797284105645,1.0631014159090402,0.7259565667011375,0.5205101689072733,0.22612892106170285
weekday_active_tue_day28,Tuesday Day 28,20260707_185956,20,2891,0.03599063417935807,2.0978045894871085,1.605747622580589,0.7997232791421653,0.6496022137668627,0.4112763749567624
weekday_active_tue_day28,Tuesday Day 28,20260707_185956,50,2861,0.12391385652010976,3.412156362592787,2.935974334823399,0.9154141908423629,0.8196434813002447,0.6651520447396015
weekday_active_tue_day28,Tuesday Day 28,20260707_185956,100,2811,0.4504531315946176,4.79527595053874,4.4121136325592225,0.9345428673070082,0.8826040554962646,0.7805051583066525
weekday_active_tue_day28,Tuesday Day 28,20260707_190511,10,2902,-0.018999095539438942,0.8738205872972984,0.6646942129662214,0.5792556857339766,0.36595451412818747,0.11474844934527911
weekday_active_tue_day28,Tuesday Day 28,20260707_190511,20,2892,-0.03156934737414344,1.4084440066524684,1.0772900167271837,0.7181881051175657,0.529045643153527,0.26175656984785617
weekday_active_tue_day28,Tuesday Day 28,20260707_190511,50,2862,-0.07137616146269884,2.71084154517132,2.299603490656388,0.8609364081062194,0.7578616352201258,0.5461215932914046
weekday_active_tue_day28,Tuesday Day 28,20260707_190511,100,2812,-0.07413794957318018,4.22473193565948,3.6971187068646216,0.930298719772404,0.8413940256045519,0.7009246088193457
weekday_active_tue_day28,Tuesday Day 28,20260707_191023,10,2901,-0.03484692366977239,0.7648064893811706,0.5548962859203144,0.5294725956566702,0.3054119269217511,0.08721130644605309
weekday_active_tue_day28,Tuesday Day 28,20260707_191023,20,2891,-0.07289184623488018,1.217742333289914,0.9042330002229093,0.6758906952611553,0.46316153580076097,0.20062262193012798
weekday_active_tue_day28,Tuesday Day 28,20260707_191023,50,2861,-0.16312089643792163,2.2145746625728706,1.7930801387822104,0.8392170569730864,0.7074449493184202,0.45858091576371895
weekday_active_tue_day28,Tuesday Day 28,20260707_191023,100,2811,-0.3268346932402329,3.502654115616977,3.1706298218336926,0.9391675560298826,0.8680184987548915,0.6915688367129136
weekday_active_tue_day28,Tuesday Day 28,20260707_191538,10,2900,0.04943253183331553,1.0297078620312246,0.809100637048088,0.6203448275862069,0.4182758620689655,0.16620689655172413
weekday_active_tue_day28,Tuesday Day 28,20260707_191538,20,2890,0.09984535319746989,1.5798788612397767,1.3009337372560381,0.7474048442906575,0.5847750865051903,0.31314878892733566
weekday_active_tue_day28,Tuesday Day 28,20260707_191538,50,2860,0.2480186489954334,2.4583052812723456,1.9990845760392562,0.8548951048951049,0.7381118881118881,0.4986013986013986
weekday_active_tue_day28,Tuesday Day 28,20260707_191538,100,2810,0.4570980228344051,3.779445459792115,3.2063466616305547,0.9355871886120997,0.8266903914590747,0.6857651245551601
weekday_active_tue_day28,Tuesday Day 28,20260707_192054,10,2902,-0.015617941073599186,0.9058187421793452,0.682563548743409,0.5840799448656099,0.3769813921433494,0.1202618883528601
weekday_active_tue_day28,Tuesday Day 28,20260707_192054,20,2892,-0.023447116771820906,1.4552235002254006,1.1426240838174895,0.7282157676348547,0.5508298755186722,0.2769709543568465
weekday_active_tue_day28,Tuesday Day 28,20260707_192054,50,2862,-0.016602744610129245,2.509329064244456,2.097187150073565,0.8522012578616353,0.73340321453529,0.523759608665269
weekday_active_tue_day28,Tuesday Day 28,20260707_192054,100,2812,0.04356431869378692,3.7493456579395685,3.0096689771508256,0.8958036984352774,0.837126600284495,0.6639402560455192
weekday_active_tue_day28,Tuesday Day 28,20260707_192609,10,2902,0.11887907751070417,0.7445971686362832,0.5232924610210077,0.5189524465885597,0.3142660234321158,0.0768435561681599
weekday_active_tue_day28,Tuesday Day 28,20260707_192609,20,2892,0.23511691552869715,1.173732473498768,0.9351015734271328,0.6801521438450899,0.47579529737206083,0.1887966804979253
weekday_active_tue_day28,Tuesday Day 28,20260707_192609,50,2862,0.5753553979128548,1.9926026577943219,1.6808788141875475,0.7980433263452131,0.6516422082459818,0.42033542976939203
weekday_active_tue_day28,Tuesday Day 28,20260707_192609,100,2812,1.1423701039510294,2.8162656409637545,2.472407470675564,0.864153627311522,0.7613798008534851,0.5494310099573257
weekday_active_tue_day28,Tuesday Day 28,20260707_193125,10,2902,-0.26783304768850186,1.111267273608388,0.7607726597325115,0.6044107512060648,0.4045485871812543,0.15541006202618884
weekday_active_tue_day28,Tuesday Day 28,20260707_193125,20,2892,-0.5427486373163996,1.7503637693403407,1.156019989027035,0.745850622406639,0.5625864453665284,0.29287690179806364
weekday_active_tue_day28,Tuesday Day 28,20260707_193125,50,2862,-1.3498457877049337,3.307001369408268,2.1442058743026404,0.8630328441649197,0.7634521313766597,0.5321453529000699
weekday_active_tue_day28,Tuesday Day 28,20260707_193125,100,2812,-2.4547523277241274,5.218259457502014,3.5801886679864836,0.9406116642958748,0.8613086770981507,0.7236842105263158
weekday_active_tue_day28,Tuesday Day 28,20260707_193640,10,2902,0.13361974244012367,1.037044548146236,0.7794604940780658,0.6202618883528601,0.41592005513439007,0.16368022053756032
weekday_active_tue_day28,Tuesday Day 28,20260707_193640,20,2892,0.26984443390753793,1.6404322699583573,1.3230011723708301,0.7506915629322268,0.593015214384509,0.3409405255878285
weekday_active_tue_day28,Tuesday Day 28,20260707_193640,50,2862,0.6556138103721513,2.61503210330478,2.1932630270682374,0.8364779874213837,0.7389937106918238,0.5324947589098532
weekday_active_tue_day28,Tuesday Day 28,20260707_193640,100,2812,1.322937623299262,3.797294445463292,3.2989072967204436,0.9150071123755334,0.8517069701280228,0.6877667140825036
weekday_active_tue_day28,Tuesday Day 28,20260707_194156,10,2901,0.10745343922183126,0.7579822616919167,0.47742837977482466,0.49431230610134436,0.2961047914512237,0.08617718028266115
weekday_active_tue_day28,Tuesday Day 28,20260707_194156,20,2891,0.21986235062138895,1.198190693256229,0.8895814916209943,0.6589415427187825,0.4558976132826012,0.19232099619508822
weekday_active_tue_day28,Tuesday Day 28,20260707_194156,50,2861,0.5823049008827813,2.040766116211639,1.6049617153068851,0.7958755679832227,0.6441803565186998,0.40545263893743444
weekday_active_tue_day28,Tuesday Day 28,20260707_194156,100,2811,1.2809002088520136,2.9608262835877275,2.4105232024762557,0.8729989327641409,0.7741017431519033,0.55994308075418
weekday_active_tue_day28,Tuesday Day 28,20260707_194710,10,2902,0.10428877701258897,0.9704338254317411,0.6798306376348817,0.5823569951757409,0.3669882839421089,0.13680220537560303
weekday_active_tue_day28,Tuesday Day 28,20260707_194710,20,2892,0.21088641840910316,1.5538498678127075,1.2326042795074432,0.7372060857538036,0.5615491009681881,0.28492392807745504
weekday_active_tue_day28,Tuesday Day 28,20260707_194710,50,2862,0.5183405811060943,2.63569265911008,2.1368418357403662,0.8584905660377359,0.7449336128581412,0.5223619846261356
weekday_active_tue_day28,Tuesday Day 28,20260707_194710,100,2812,1.02386353707876,3.82261491925453,3.1808000181637874,0.9235419630156472,0.8456614509246089,0.6657183499288762
weekday_active_tue_day28,Tuesday Day 28,20260707_195223,10,2902,0.07680620218233912,0.9704651427568801,0.7105059354872711,0.5975189524465886,0.37801516195727086,0.1357684355616816
weekday_active_tue_day28,Tuesday Day 28,20260707_195223,20,2892,0.1628520897046945,1.5185360050324368,1.1382292472750244,0.7437759336099585,0.5491009681881052,0.26383125864453666
weekday_active_tue_day28,Tuesday Day 28,20260707_195223,50,2862,0.444260090053903,2.9046318674603997,2.1843856654546467,0.8658280922431866,0.7316561844863732,0.5531097134870719
weekday_active_tue_day28,Tuesday Day 28,20260707_195223,100,2812,0.9658281551088684,4.568379680466033,3.2727295042195292,0.9068278805120911,0.8175675675675675,0.6337126600284495
weekday_active_tue_day28,Tuesday Day 28,20260707_195737,10,2902,0.055398981357635525,1.043458231467674,0.7477501688868404,0.6216402481047554,0.41454169538249486,0.15575465196416263
weekday_active_tue_day28,Tuesday Day 28,20260707_195737,20,2892,0.10792156512142358,1.672671648589356,1.259573744499809,0.7700553250345782,0.5975103734439834,0.3302213001383126
weekday_active_tue_day28,Tuesday Day 28,20260707_195737,50,2862,0.263491434311647,2.736813677626228,2.343483974266425,0.8836477987421384,0.7679944095038435,0.5517120894479385
weekday_active_tue_day28,Tuesday Day 28,20260707_195737,100,2812,0.5244988950895756,3.7774651037280282,3.4846670844124183,0.916429587482219,0.8271692745376956,0.6788762446657184
weekday_active_tue_day28,Tuesday Day 28,20260707_200250,10,2899,-0.02146650195904076,0.7685464049263803,0.5198295274189135,0.5050017247326665,0.2994135908934115,0.10072438771990341
weekday_active_tue_day28,Tuesday Day 28,20260707_200250,20,2889,-0.03933620504107985,1.2367433569761477,0.9465058553215222,0.6888196607822776,0.48078920041536866,0.22083766008999653
weekday_active_tue_day28,Tuesday Day 28,20260707_200250,50,2859,-0.04650600404279058,2.1171186431762874,1.6853804273786466,0.8391045820216859,0.6754109828611402,0.428471493529206
weekday_active_tue_day28,Tuesday Day 28,20260707_200250,100,2809,-0.016646588201010316,3.3373798906033305,2.588132622859396,0.9003203987184051,0.8052687789248844,0.6432894268422926
weekday_active_tue_day28,Tuesday Day 28,20260707_200806,10,2902,0.006627766521306528,0.6481715375098617,0.3464716976969706,0.425223983459683,0.22019297036526533,0.08614748449345279
weekday_active_tue_day28,Tuesday Day 28,20260707_200806,20,2892,0.019203556172219707,1.1098495212445474,0.7093210300279651,0.6051175656984785,0.37863070539419086,0.20677731673582295
weekday_active_tue_day28,Tuesday Day 28,20260707_200806,50,2862,0.12417812338143318,1.961087926027136,1.5442445768254487,0.7833682739343116,0.6268343815513627,0.40496156533892386
weekday_active_tue_day28,Tuesday Day 28,20260707_200806,100,2812,0.31238540819552507,2.8174520349542322,2.396110104412319,0.862375533428165,0.7624466571834992,0.5647226173541963
weekday_active_tue_day28,Tuesday Day 28,20260707_201320,10,2900,0.037575536254375805,0.6472658075215215,0.4095878207488468,0.4603448275862069,0.25689655172413794,0.07275862068965518
weekday_active_tue_day28,Tuesday Day 28,20260707_201320,20,2890,0.082279487795841,1.0570651893567733,0.7864683403235873,0.6546712802768166,0.4083044982698962,0.1643598615916955
weekday_active_tue_day28,Tuesday Day 28,20260707_201320,50,2860,0.21257499678598124,1.8723064329699228,1.5034569334204662,0.8087412587412588,0.6185314685314686,0.42377622377622376
weekday_active_tue_day28,Tuesday Day 28,20260707_201320,100,2810,0.44087057211893277,2.7641147687265404,2.3623219104562665,0.907829181494662,0.8170818505338078,0.603202846975089
weekday_active_tue_day28,Tuesday Day 28,20260707_201836,10,2901,0.08024275607816088,0.7244017537601226,0.48731066605078865,0.49741468459152016,0.2792140641158221,0.07721475353326439
weekday_active_tue_day28,Tuesday Day 28,20260707_201836,20,2891,0.16663514999179904,1.1677436118266427,0.8956004804816509,0.660671048080249,0.4635074368730543,0.19958491871324802
weekday_active_tue_day28,Tuesday Day 28,20260707_201836,50,2861,0.4058738644252242,1.962106957864538,1.4149508422489632,0.7860887801468018,0.6385879063264592,0.3729465221950367
weekday_active_tue_day28,Tuesday Day 28,20260707_201836,100,2811,0.7942091530671103,2.798055113338909,2.1073639000701583,0.8772678762006404,0.775524724297403,0.5161864105300604
weekday_active_tue_day28,Tuesday Day 28,20260707_202351,10,2902,0.008250599629173887,0.6036737217901824,0.2825929795235993,0.3924879393521709,0.2308752584424535,0.08097863542384562
weekday_active_tue_day28,Tuesday Day 28,20260707_202351,20,2892,0.018077422213812238,1.0508543909732972,0.8159813077512901,0.5964730290456431,0.4094052558782849,0.1739280774550484
weekday_active_tue_day28,Tuesday Day 28,20260707_202351,50,2862,0.058908603497336134,1.8402868726352046,1.5231204183718816,0.7900069881201957,0.636617749825297,0.37281621243885393
weekday_active_tue_day28,Tuesday Day 28,20260707_202351,100,2812,0.14174843797097197,2.649605523558926,2.2766078542968415,0.883357041251778,0.7702702702702703,0.5568990042674253
weekday_active_tue_day28,Tuesday Day 28,20260707_202905,10,2901,0.02176973512506202,0.5971294129673829,0.3766540409100294,0.43157531885556705,0.2488796966563254,0.05480868665977249
weekday_active_tue_day28,Tuesday Day 28,20260707_202905,20,2891,0.0397338194915567,0.9745087566676046,0.7692603561659794,0.6056727775856106,0.400207540643376,0.14562435143548946
weekday_active_tue_day28,Tuesday Day 28,20260707_202905,50,2861,0.06581632271239797,1.5418070047541212,1.1926217513802406,0.7581265291855994,0.5613421880461377,0.2915064662705348
weekday_active_tue_day28,Tuesday Day 28,20260707_202905,100,2811,0.0811455074117987,2.218365914905517,1.7890645781681869,0.8470295268587691,0.7061543934542868,0.4496620419779438
weekday_active_tue_day28,Tuesday Day 28,20260707_203420,10,2902,0.03725997801581409,0.8566540631760474,0.5332501044930105,0.5137835975189524,0.30289455547898003,0.11784975878704342
weekday_active_tue_day28,Tuesday Day 28,20260707_203420,20,2892,0.07391333062415684,1.4105136503614182,0.9247540193491055,0.671161825726141,0.4515905947441217,0.24515905947441216
weekday_active_tue_day28,Tuesday Day 28,20260707_203420,50,2862,0.19439313297539534,2.6262822205145424,1.9111009116112854,0.826345213137666,0.7071977638015374,0.47938504542278126
weekday_active_tue_day28,Tuesday Day 28,20260707_203420,100,2812,0.47683547614735816,3.9943194108131523,3.3397907848764508,0.8922475106685633,0.827524893314367,0.69950213371266
weekday_active_tue_day28,Tuesday Day 28,20260707_203934,10,2902,-0.01926538968113015,0.6254047236593039,0.1253129887701654,0.3990351481736733,0.21847002067539628,0.07856650585802895
weekday_active_tue_day28,Tuesday Day 28,20260707_203934,20,2892,-0.038669691228694125,1.0429933860650604,0.6120128711017969,0.5753803596127247,0.35650069156293224,0.1441908713692946
weekday_active_tue_day28,Tuesday Day 28,20260707_203934,50,2862,-0.08989464981019726,1.7962002549194993,1.2080430822553057,0.7634521313766597,0.5573025856044724,0.31761006289308175
weekday_active_tue_day28,Tuesday Day 28,20260707_203934,100,2812,-0.13024173043038031,2.6213626589906234,1.811650198994541,0.835348506401138,0.7265291607396871,0.47119487908961594
weekday_active_tue_day28,Tuesday Day 28,20260707_204449,10,2903,0.08055820854597061,1.0141593329240086,0.7966503197143204,0.5911126420943851,0.42163279366172923,0.1436445056837754
weekday_active_tue_day28,Tuesday Day 28,20260707_204449,20,2893,0.1674480808166797,1.6208616461256795,1.3278853581888406,0.7480124438299344,0.6142412720359488,0.30833045281714483
weekday_active_tue_day28,Tuesday Day 28,20260707_204449,50,2863,0.44088148170187075,2.6512294921219577,2.1345201160927196,0.8393293747816976,0.7478169752008382,0.5183374083129584
weekday_active_tue_day28,Tuesday Day 28,20260707_204449,100,2813,0.7345590889509755,3.6836097412987407,3.0142944715816355,0.916103803768219,0.8272307145396374,0.6544614290792748
weekday_active_tue_day28,Tuesday Day 28,20260707_205005,10,2897,-0.029706918004242026,0.482954298752917,0.2188298386984755,0.38246461857093544,0.18467380048325854,0.02865032792544011
weekday_active_tue_day28,Tuesday Day 28,20260707_205005,20,2887,-0.05992764747859778,0.7998027542490397,0.5471301849380161,0.5310010391409767,0.3259438863872532,0.11326636647038449
weekday_active_tue_day28,Tuesday Day 28,20260707_205005,50,2857,-0.15780026021276009,1.5120725364611116,1.2655765521474294,0.7500875043752188,0.5743787189359468,0.3052152607630382
weekday_active_tue_day28,Tuesday Day 28,20260707_205005,100,2807,-0.31152304836142936,2.118279083580693,1.844327793316669,0.8029925187032418,0.6537228357677235,0.47239045244032773
weekday_active_tue_day28,Tuesday Day 28,20260707_205520,10,2901,0.02595481865109368,0.36263776558851835,0.0,0.2867976559806963,0.14443295415374008,0.02481902792140641
weekday_active_tue_day28,Tuesday Day 28,20260707_205520,20,2891,0.049376570765496224,0.6168293157269562,0.2504286634397168,0.42545831892078867,0.24731926668972673,0.07194742303701142
weekday_active_tue_day28,Tuesday Day 28,20260707_205520,50,2861,0.14270134828522438,1.1615606612091531,0.8293800853320654,0.6200629150646627,0.4225795176511709,0.23488290807409998
weekday_active_tue_day28,Tuesday Day 28,20260707_205520,100,2811,0.26212086024037196,1.64282259587726,1.3613755839636532,0.7513340448239061,0.5905371753824262,0.3639274279615795
weekday_active_tue_day28,Tuesday Day 28,20260707_210036,10,2901,0.010604570478722649,0.4796325325097971,0.12506302003778558,0.37814546708031715,0.18821096173733196,0.03447087211306446
