collection_batch,regime,run_name,horizon_events,n_observations,mean_return_bps,mean_abs_return_bps,median_abs_return_bps,share_abs_return_ge_0_5bps,share_abs_return_ge_1_0bps,share_abs_return_ge_2_0bps
weekday_active_thu_day30,Thursday Day 30,20260709_204017,20,2892,0.00932434264788851,0.5355910840229239,0.12703373837574805,0.3966113416320885,0.21473029045643152,0.045988934993084374
weekday_active_thu_day30,Thursday Day 30,20260709_204017,50,2862,0.023468642560241053,1.0330446365924668,0.8893384989072661,0.6610761705101328,0.4437456324248777,0.1484975541579315
weekday_active_thu_day30,Thursday Day 30,20260709_204017,100,2812,0.07124565514128656,1.4063733807559518,1.1751282517513673,0.7748933143669986,0.5746799431009957,0.2716927453769559
weekday_active_thu_day30,Thursday Day 30,20260709_204530,10,2902,0.0289673671494664,0.27557849574356474,0.0,0.2257064093728463,0.10578911095796002,0.022053756030323914
weekday_active_thu_day30,Thursday Day 30,20260709_204530,20,2892,0.05583942727391417,0.5191954314724704,0.0,0.382088520055325,0.22095435684647302,0.05705394190871369
weekday_active_thu_day30,Thursday Day 30,20260709_204530,50,2862,0.1325175540615429,1.089117547705299,0.7944799550896331,0.6013277428371768,0.45213137665967856,0.1918238993710692
weekday_active_thu_day30,Thursday Day 30,20260709_204530,100,2812,0.24396093047243994,1.6851424206139536,1.3174122266368382,0.7766714082503556,0.5963726884779517,0.36450924608819346
weekday_active_thu_day30,Thursday Day 30,20260709_205044,10,2903,-0.04717228412595369,0.1805559470431909,0.0,0.1470892180502928,0.06579400620048226,0.011367550809507406
weekday_active_thu_day30,Thursday Day 30,20260709_205044,20,2893,-0.09492065886510544,0.3506232647676259,0.0,0.27203594884203247,0.13826477704804702,0.031109574835810578
weekday_active_thu_day30,Thursday Day 30,20260709_205044,50,2863,-0.23550977355921562,0.761115205826945,0.4291794327671017,0.46804051694027243,0.3206426825008732,0.11107230178134823
weekday_active_thu_day30,Thursday Day 30,20260709_205044,100,2813,-0.4566260422994266,1.267879611909025,1.0003342386610825,0.6452186277995023,0.5033771773906861,0.23426946320654107
weekday_active_thu_day30,Thursday Day 30,20260709_205559,10,2902,0.025396069407998243,0.2712130879181561,0.0,0.19503790489317713,0.11026878015161957,0.025844245348035838
weekday_active_thu_day30,Thursday Day 30,20260709_205559,20,2892,0.04924187114903534,0.48624829238873774,0.0,0.3160442600276625,0.2036652835408022,0.058091286307053944
weekday_active_thu_day30,Thursday Day 30,20260709_205559,50,2862,0.1120751033621043,0.9920497017056411,0.5570104137075926,0.516072676450035,0.3801537386443047,0.16247379454926625
weekday_active_thu_day30,Thursday Day 30,20260709_205559,100,2812,0.24381828730993368,1.6479333874849291,1.0819299402631266,0.7208392603129445,0.5508534850640113,0.26635846372688476
weekday_active_thu_day30,Thursday Day 30,20260709_210114,10,2899,0.027572143270221398,0.26965449018490956,0.0,0.20938254570541567,0.10555363918592618,0.02138668506381511
weekday_active_thu_day30,Thursday Day 30,20260709_210114,20,2889,0.060309609233683455,0.4949461616162838,0.0,0.3471789546555902,0.19591554170993422,0.058843890619591555
weekday_active_thu_day30,Thursday Day 30,20260709_210114,50,2859,0.16760807522020554,1.0032019537419663,0.7156130060281818,0.5620846449807625,0.3616649178034278,0.18293109478838754
weekday_active_thu_day30,Thursday Day 30,20260709_210114,100,2809,0.35391956031406624,1.4977579578622933,0.9862458472276181,0.7077251690993236,0.4877180491278035,0.3125667497330011
weekday_active_thu_day30,Thursday Day 30,20260709_210627,10,2902,-0.021416265349760124,0.22976015620517934,0.0,0.20572019297036526,0.07994486560992418,0.010337698139214336
weekday_active_thu_day30,Thursday Day 30,20260709_210627,20,2892,-0.04297845600858931,0.4189458802208175,0.0,0.3530428769017981,0.16701244813278007,0.03319502074688797
weekday_active_thu_day30,Thursday Day 30,20260709_210627,50,2862,-0.10566669090972854,0.8522961486170203,0.6443733437211385,0.5642907058001397,0.35709294199860236,0.11390635918937805
weekday_active_thu_day30,Thursday Day 30,20260709_210627,100,2812,-0.19015439082297203,1.3220754396293977,0.9543631494934868,0.7155049786628734,0.4918207681365576,0.23293029871977242
weekday_active_thu_day30,Thursday Day 30,20260709_211139,10,2902,-0.022172604095137036,0.26277529421236623,0.0,0.22053756030323915,0.07925568573397657,0.013783597518952447
weekday_active_thu_day30,Thursday Day 30,20260709_211139,20,2892,-0.040723261635045735,0.49867524020008386,0.15915723063253395,0.39073305670816044,0.16977869986168742,0.03492392807745505
weekday_active_thu_day30,Thursday Day 30,20260709_211139,50,2862,-0.09121736953134595,1.0075027655057684,0.7798989792084932,0.63277428371768,0.36163522012578614,0.13801537386443047
weekday_active_thu_day30,Thursday Day 30,20260709_211139,100,2812,-0.16453460710478737,1.6399697081513018,1.3214719286724907,0.751778093883357,0.5935277382645804,0.29943100995732574
weekday_active_thu_day30,Thursday Day 30,20260709_211653,10,2903,-0.00040488231722227337,0.4239688277494021,0.0,0.30589045814674476,0.1880812952118498,0.038236307268343095
weekday_active_thu_day30,Thursday Day 30,20260709_211653,20,2893,-0.00287673404132964,0.7410265880716257,0.4620427867552124,0.4898029726927065,0.3311441410300726,0.09782232976149326
weekday_active_thu_day30,Thursday Day 30,20260709_211653,50,2863,-0.011737411409885537,1.296855970505069,1.0200739394217173,0.6908836884387006,0.5130981487949703,0.2602165560600768
weekday_active_thu_day30,Thursday Day 30,20260709_211653,100,2813,-0.032696653040031116,1.84216436484489,1.4346298933820556,0.7771062922147174,0.6018485602559545,0.39210806967650197
weekday_active_thu_day30,Thursday Day 30,20260709_212207,10,2902,-0.11733046483527522,0.42815391517807233,0.0,0.2898001378359752,0.17057201929703653,0.04376292212267402
weekday_active_thu_day30,Thursday Day 30,20260709_212207,20,2892,-0.2412862779983288,0.7458367750315336,0.3677802145429787,0.43775933609958506,0.2887275242047026,0.09785615491009682
weekday_active_thu_day30,Thursday Day 30,20260709_212207,50,2862,-0.5996603544244663,1.3398674099021104,0.8296140300489974,0.6226415094339622,0.4751921733053808,0.24039133473095736
weekday_active_thu_day30,Thursday Day 30,20260709_212207,100,2812,-1.2503035890104601,2.095127281785016,1.5151503068966399,0.8036984352773826,0.6770981507823614,0.3840682788051209
weekday_active_thu_day30,Thursday Day 30,20260709_212722,10,2902,0.04595409424549736,0.40295943059964423,0.0,0.31667815299793245,0.16126809097174363,0.026878015161957272
weekday_active_thu_day30,Thursday Day 30,20260709_212722,20,2892,0.08693125218605413,0.6786845121518866,0.4787472142897542,0.4823651452282158,0.29080221300138315,0.08091286307053942
weekday_active_thu_day30,Thursday Day 30,20260709_212722,50,2862,0.20063451962399886,1.188828784015541,0.9814322505363737,0.6785464709993012,0.4979035639412998,0.2169811320754717
weekday_active_thu_day30,Thursday Day 30,20260709_212722,100,2812,0.370396283800451,1.6780557736024801,1.4364502441566174,0.8453058321479374,0.6710526315789473,0.343172119487909
weekday_active_thu_day30,Thursday Day 30,20260709_213235,10,2902,0.0365861667436587,0.2831934492428159,0.0,0.2412129565816678,0.09993108201240523,0.019297036526533425
weekday_active_thu_day30,Thursday Day 30,20260709_213235,20,2892,0.06431026220225194,0.510284898442752,0.04786876299900378,0.39799446749654216,0.18706777316735823,0.0508298755186722
weekday_active_thu_day30,Thursday Day 30,20260709_213235,50,2862,0.13658013542981334,0.9819205170035792,0.685987586814818,0.6411600279524808,0.35744234800838576,0.1453529000698812
weekday_active_thu_day30,Thursday Day 30,20260709_213235,100,2812,0.2632602012085154,1.4685377227891596,1.1648140007447516,0.7862731152204836,0.544452347083926,0.25711237553342814
weekday_active_thu_day30,Thursday Day 30,20260709_213751,10,2902,-0.007933280317687643,0.20751569527615196,0.0,0.18022053756030323,0.07856650585802895,0.005168849069607168
weekday_active_thu_day30,Thursday Day 30,20260709_213751,20,2892,-0.017260443521054717,0.3645052618485394,0.0,0.2991009681881051,0.15525587828492393,0.013485477178423237
weekday_active_thu_day30,Thursday Day 30,20260709_213751,50,2862,-0.04564531571073997,0.6355839945871055,0.4144195695299224,0.4661076170510133,0.2962962962962963,0.04682040531097135
weekday_active_thu_day30,Thursday Day 30,20260709_213751,100,2812,-0.05036947565037644,0.8828805476228555,0.5895479521589309,0.5533428165007113,0.37304409672830724,0.13442389758179232
weekday_active_thu_day30,Thursday Day 30,20260709_214305,10,2902,-0.06444761547231055,0.24508542962111263,0.0,0.1874569262577533,0.0957960027567195,0.022053756030323914
weekday_active_thu_day30,Thursday Day 30,20260709_214305,20,2892,-0.13422957208418973,0.443746132387853,0.0,0.32226832641770403,0.1825726141078838,0.054287690179806364
weekday_active_thu_day30,Thursday Day 30,20260709_214305,50,2862,-0.333854262817485,0.886751251512452,0.5984002375963859,0.5422781271837875,0.37176799440950387,0.14919636617749826
weekday_active_thu_day30,Thursday Day 30,20260709_214305,100,2812,-0.7088441317392852,1.3789652869465623,1.0206498190346025,0.6610953058321479,0.5035561877667141,0.30405405405405406
weekday_active_thu_day30,Thursday Day 30,20260709_214821,10,2901,0.012283748131616081,0.2128874184654264,0.0,0.16752843846949328,0.09065839365735953,0.008617718028266115
weekday_active_thu_day30,Thursday Day 30,20260709_214821,20,2891,0.02465402838770622,0.40448219926377393,0.0,0.30646835005188516,0.1836734693877551,0.02455897613282601
weekday_active_thu_day30,Thursday Day 30,20260709_214821,50,2861,0.07845104725162648,0.9006227491853326,0.7822970956827824,0.599790283117791,0.39811254806011886,0.12373296050332051
weekday_active_thu_day30,Thursday Day 30,20260709_214821,100,2811,0.1733579709820196,1.4542674308727188,1.2137017343960554,0.7847741017431519,0.6232657417289221,0.28850942725008893
weekday_active_thu_day30,Thursday Day 30,20260709_215334,10,2901,0.003268200087178591,0.2005599488244034,0.0,0.1692519820751465,0.06204756980351603,0.006549465701482247
weekday_active_thu_day30,Thursday Day 30,20260709_215334,20,2891,0.004562097305662846,0.377240409958769,0.0,0.3030093393289519,0.12832929782082325,0.018332756831546178
weekday_active_thu_day30,Thursday Day 30,20260709_215334,50,2861,0.008490708402035599,0.7432580006677,0.638217585926526,0.5316322963998602,0.2967493883257602,0.06396364907375043
weekday_active_thu_day30,Thursday Day 30,20260709_215334,100,2811,0.004850277738856343,1.1650697154346679,0.8775813857009318,0.6702241195304163,0.46282461757381715,0.20526503023834936
weekday_active_thu_day30,Thursday Day 30,20260709_215849,10,2901,0.011286742595704226,0.23121420942306073,0.0,0.19579455360220613,0.07618062736987245,0.016890727335401586
weekday_active_thu_day30,Thursday Day 30,20260709_215849,20,2891,0.022655227205935737,0.43853339962705856,0.0,0.33621584226911105,0.1546177793151159,0.0487720511933587
weekday_active_thu_day30,Thursday Day 30,20260709_215849,50,2861,0.057240778595685285,0.9451540991230457,0.7652066894991982,0.610975183502272,0.3393918210415938,0.15554002097168823
weekday_active_thu_day30,Thursday Day 30,20260709_215849,100,2811,0.12566003928900338,1.5723806350901155,1.1157716716736488,0.8064745642120242,0.5183208822483102,0.3162575595873355
weekday_active_thu_day30,Thursday Day 30,20260709_220403,10,2902,0.009130497387942959,0.17262476925936265,0.0,0.15058580289455548,0.07064093728463129,0.008270158511371467
weekday_active_thu_day30,Thursday Day 30,20260709_220403,20,2892,0.018324605935399314,0.32470175587026456,0.0,0.27074688796680496,0.14661134163208853,0.025587828492392807
weekday_active_thu_day30,Thursday Day 30,20260709_220403,50,2862,0.04914236619123871,0.7223318190498758,0.5742125910479512,0.510482180293501,0.3644304682040531,0.0992313067784766
weekday_active_thu_day30,Thursday Day 30,20260709_220403,100,2812,0.11160379972893225,1.2665065533270876,1.1803917784114493,0.7396870554765291,0.6187766714082503,0.21728307254623044
