model,threshold,cost_scenario,round_trip_cost_bps,signal_group,n_signals,coverage,gross_mean_signed_return_bps,net_mean_signed_return_bps,net_median_signed_return_bps,net_positive_share,gross_positive_share,mean_future_return_bps
logit_signal,0.55,no_cost,0.0,both,1102,0.9175686927560366,0.27052662736659855,0.27052662736659855,0.5483512770543264,0.6551724137931034,0.6551724137931034,0.14935241435827115
logit_signal,0.55,very_optimistic_passive_like,0.5,both,1102,0.9175686927560366,0.27052662736659855,-0.2294733726334015,0.0483512770543264,0.5136116152450091,0.6551724137931034,0.14935241435827115
logit_signal,0.55,optimistic_low_cost,1.0,both,1102,0.9175686927560366,0.27052662736659855,-0.7294733726334015,-0.4516487229456736,0.30127041742286753,0.6551724137931034,0.14935241435827115
logit_signal,0.55,moderate_cost,2.0,both,1102,0.9175686927560366,0.27052662736659855,-1.7294733726334013,-1.4516487229456736,0.07713248638838476,0.6551724137931034,0.14935241435827115
logit_signal,0.55,expensive_taker_like,5.0,both,1102,0.9175686927560366,0.27052662736659855,-4.729473372633401,-4.451648722945674,0.007259528130671506,0.6551724137931034,0.14935241435827115
logit_signal,0.55,very_expensive_round_trip,9.0,both,1102,0.9175686927560366,0.27052662736659855,-8.729473372633402,-8.451648722945674,0.0,0.6551724137931034,0.14935241435827115
logit_signal,0.55,no_cost,0.0,down,534,0.4446294754371357,0.1250318190404276,0.1250318190404276,0.45224717357628114,0.601123595505618,0.601123595505618,-0.1250318190404276
logit_signal,0.55,very_optimistic_passive_like,0.5,down,534,0.4446294754371357,0.1250318190404276,-0.3749681809595724,-0.047752826423718864,0.4812734082397004,0.601123595505618,-0.1250318190404276
logit_signal,0.55,optimistic_low_cost,1.0,down,534,0.4446294754371357,0.1250318190404276,-0.8749681809595725,-0.5477528264237188,0.2958801498127341,0.601123595505618,-0.1250318190404276
logit_signal,0.55,moderate_cost,2.0,down,534,0.4446294754371357,0.1250318190404276,-1.8749681809595724,-1.5477528264237188,0.06179775280898876,0.601123595505618,-0.1250318190404276
logit_signal,0.55,expensive_taker_like,5.0,down,534,0.4446294754371357,0.1250318190404276,-4.874968180959572,-4.547752826423719,0.0,0.601123595505618,-0.1250318190404276
logit_signal,0.55,very_expensive_round_trip,9.0,down,534,0.4446294754371357,0.1250318190404276,-8.874968180959574,-8.547752826423718,0.0,0.601123595505618,-0.1250318190404276
logit_signal,0.55,no_cost,0.0,up,568,0.47293921731890093,0.4073122394197239,0.4073122394197239,0.613250899501594,0.7059859154929577,0.7059859154929577,0.4073122394197239
logit_signal,0.55,very_optimistic_passive_like,0.5,up,568,0.47293921731890093,0.4073122394197239,-0.0926877605802761,0.11325089950159395,0.5440140845070423,0.7059859154929577,0.4073122394197239
logit_signal,0.55,optimistic_low_cost,1.0,up,568,0.47293921731890093,0.4073122394197239,-0.5926877605802761,-0.38674910049840605,0.30633802816901406,0.7059859154929577,0.4073122394197239
logit_signal,0.55,moderate_cost,2.0,up,568,0.47293921731890093,0.4073122394197239,-1.5926877605802763,-1.386749100498406,0.09154929577464789,0.7059859154929577,0.4073122394197239
logit_signal,0.55,expensive_taker_like,5.0,up,568,0.47293921731890093,0.4073122394197239,-4.592687760580276,-4.386749100498406,0.014084507042253521,0.7059859154929577,0.4073122394197239
logit_signal,0.55,very_expensive_round_trip,9.0,up,568,0.47293921731890093,0.4073122394197239,-8.592687760580276,-8.386749100498406,0.0,0.7059859154929577,0.4073122394197239
logit_signal,0.6,no_cost,0.0,both,987,0.8218151540383014,0.2868545855347481,0.2868545855347481,0.5489719289653028,0.6646403242147924,0.6646403242147924,0.1502741546690078
logit_signal,0.6,very_optimistic_passive_like,0.5,both,987,0.8218151540383014,0.2868545855347481,-0.21314541446525193,0.04897192896530278,0.5197568389057751,0.6646403242147924,0.1502741546690078
logit_signal,0.6,optimistic_low_cost,1.0,both,987,0.8218151540383014,0.2868545855347481,-0.7131454144652519,-0.4510280710346972,0.3069908814589666,0.6646403242147924,0.1502741546690078
logit_signal,0.6,moderate_cost,2.0,both,987,0.8218151540383014,0.2868545855347481,-1.7131454144652518,-1.4510280710346972,0.08206686930091185,0.6646403242147924,0.1502741546690078
logit_signal,0.6,expensive_taker_like,5.0,both,987,0.8218151540383014,0.2868545855347481,-4.713145414465252,-4.451028071034697,0.008105369807497468,0.6646403242147924,0.1502741546690078
logit_signal,0.6,very_expensive_round_trip,9.0,both,987,0.8218151540383014,0.2868545855347481,-8.713145414465252,-8.451028071034697,0.0,0.6646403242147924,0.1502741546690078
logit_signal,0.6,no_cost,0.0,down,475,0.395503746877602,0.14189987922577438,0.14189987922577438,0.4687758887544913,0.6105263157894737,0.6105263157894737,-0.14189987922577438
logit_signal,0.6,very_optimistic_passive_like,0.5,down,475,0.395503746877602,0.14189987922577438,-0.3581001207742256,-0.031224111245508723,0.4905263157894737,0.6105263157894737,-0.14189987922577438
logit_signal,0.6,optimistic_low_cost,1.0,down,475,0.395503746877602,0.14189987922577438,-0.8581001207742257,-0.5312241112455087,0.3094736842105263,0.6105263157894737,-0.14189987922577438
logit_signal,0.6,moderate_cost,2.0,down,475,0.395503746877602,0.14189987922577438,-1.8581001207742256,-1.5312241112455087,0.06315789473684211,0.6105263157894737,-0.14189987922577438
logit_signal,0.6,expensive_taker_like,5.0,down,475,0.395503746877602,0.14189987922577438,-4.858100120774226,-4.531224111245509,0.0,0.6105263157894737,-0.14189987922577438
logit_signal,0.6,very_expensive_round_trip,9.0,down,475,0.395503746877602,0.14189987922577438,-8.858100120774225,-8.531224111245509,0.0,0.6105263157894737,-0.14189987922577438
logit_signal,0.6,no_cost,0.0,up,512,0.42631140716069943,0.42133404939561236,0.42133404939561236,0.6134469805485487,0.71484375,0.71484375,0.42133404939561236
logit_signal,0.6,very_optimistic_passive_like,0.5,up,512,0.42631140716069943,0.42133404939561236,-0.07866595060438764,0.11344698054854874,0.546875,0.71484375,0.42133404939561236
logit_signal,0.6,optimistic_low_cost,1.0,up,512,0.42631140716069943,0.42133404939561236,-0.5786659506043876,-0.38655301945145126,0.3046875,0.71484375,0.42133404939561236
logit_signal,0.6,moderate_cost,2.0,up,512,0.42631140716069943,0.42133404939561236,-1.5786659506043876,-1.3865530194514513,0.099609375,0.71484375,0.42133404939561236
logit_signal,0.6,expensive_taker_like,5.0,up,512,0.42631140716069943,0.42133404939561236,-4.578665950604387,-4.386553019451451,0.015625,0.71484375,0.42133404939561236
logit_signal,0.6,very_expensive_round_trip,9.0,up,512,0.42631140716069943,0.42133404939561236,-8.578665950604387,-8.386553019451451,0.0,0.71484375,0.42133404939561236
logit_signal,0.65,no_cost,0.0,both,846,0.704412989175687,0.32977379755441133,0.32977379755441133,0.549317836572305,0.6843971631205674,0.6843971631205674,0.11971069264582941
logit_signal,0.65,very_optimistic_passive_like,0.5,both,846,0.704412989175687,0.32977379755441133,-0.17022620244558861,0.04931783657230504,0.5307328605200946,0.6843971631205674,0.11971069264582941
logit_signal,0.65,optimistic_low_cost,1.0,both,846,0.704412989175687,0.32977379755441133,-0.6702262024455885,-0.45068216342769496,0.32505910165484636,0.6843971631205674,0.11971069264582941
logit_signal,0.65,moderate_cost,2.0,both,846,0.704412989175687,0.32977379755441133,-1.6702262024455885,-1.450682163427695,0.08747044917257683,0.6843971631205674,0.11971069264582941
logit_signal,0.65,expensive_taker_like,5.0,both,846,0.704412989175687,0.32977379755441133,-4.670226202445589,-4.450682163427695,0.0070921985815602835,0.6843971631205674,0.11971069264582941
logit_signal,0.65,very_expensive_round_trip,9.0,both,846,0.704412989175687,0.32977379755441133,-8.670226202445589,-8.450682163427695,0.0,0.6843971631205674,0.11971069264582941
logit_signal,0.65,no_cost,0.0,down,403,0.33555370524562866,0.22048807289411954,0.22048807289411954,0.5483512770543264,0.6352357320099256,0.6352357320099256,-0.22048807289411954
logit_signal,0.65,very_optimistic_passive_like,0.5,down,403,0.33555370524562866,0.22048807289411954,-0.27951192710588046,0.0483512770543264,0.5161290322580645,0.6352357320099256,-0.22048807289411954
logit_signal,0.65,optimistic_low_cost,1.0,down,403,0.33555370524562866,0.22048807289411954,-0.7795119271058804,-0.4516487229456736,0.3424317617866005,0.6352357320099256,-0.22048807289411954
logit_signal,0.65,moderate_cost,2.0,down,403,0.33555370524562866,0.22048807289411954,-1.7795119271058804,-1.4516487229456736,0.06947890818858561,0.6352357320099256,-0.22048807289411954
logit_signal,0.65,expensive_taker_like,5.0,down,403,0.33555370524562866,0.22048807289411954,-4.779511927105881,-4.451648722945674,0.0,0.6352357320099256,-0.22048807289411954
logit_signal,0.65,very_expensive_round_trip,9.0,down,403,0.33555370524562866,0.22048807289411954,-8.77951192710588,-8.451648722945674,0.0,0.6352357320099256,-0.22048807289411954
logit_signal,0.65,no_cost,0.0,up,443,0.3688592839300583,0.42919173669232924,0.42919173669232924,0.613250899501594,0.7291196388261851,0.7291196388261851,0.42919173669232924
logit_signal,0.65,very_optimistic_passive_like,0.5,up,443,0.3688592839300583,0.42919173669232924,-0.07080826330767075,0.11325089950159395,0.5440180586907449,0.7291196388261851,0.42919173669232924
logit_signal,0.65,optimistic_low_cost,1.0,up,443,0.3688592839300583,0.42919173669232924,-0.5708082633076708,-0.38674910049840605,0.309255079006772,0.7291196388261851,0.42919173669232924
logit_signal,0.65,moderate_cost,2.0,up,443,0.3688592839300583,0.42919173669232924,-1.570808263307671,-1.386749100498406,0.1038374717832957,0.7291196388261851,0.42919173669232924
logit_signal,0.65,expensive_taker_like,5.0,up,443,0.3688592839300583,0.42919173669232924,-4.57080826330767,-4.386749100498406,0.013544018058690745,0.7291196388261851,0.42919173669232924
logit_signal,0.65,very_expensive_round_trip,9.0,up,443,0.3688592839300583,0.42919173669232924,-8.57080826330767,-8.386749100498406,0.0,0.7291196388261851,0.42919173669232924
