feature_set,horizon,feature,standardized_coefficient,abs_standardized_coefficient
trade_flow_only,20,notional_imbalance_rolling_10e,0.08998405596165246,0.08998405596165246
trade_flow_only,20,trade_imbalance_rolling_10e,0.08959453652780396,0.08959453652780396
trade_flow_only,20,trade_notional_rolling_sum_20e,0.08243616859643012,0.08243616859643012
trade_flow_only,20,trade_volume_rolling_sum_5e,0.07352360430019263,0.07352360430019263
trade_flow_only,20,trade_notional_rolling_sum_5e,0.06415211055570676,0.06415211055570676
trade_flow_only,20,buy_trade_notional,-0.062118948401791524,0.062118948401791524
trade_flow_only,20,signed_trade_notional,-0.05112123679218291,0.05112123679218291
trade_flow_only,20,notional_imbalance_rolling_5e,0.05063878404090201,0.05063878404090201
trade_flow_only,20,trade_imbalance_rolling_5e,0.050406343527817636,0.050406343527817636
trade_flow_only,20,trade_notional,-0.03863467327449016,0.03863467327449016
trade_flow_only,20,signed_trade_notional_rolling_sum_5e,-0.03750108611297045,0.03750108611297045
trade_flow_only,20,sell_trade_count,0.03693901502507667,0.03693901502507667
trade_flow_only,20,signed_trade_volume,-0.03621273230238896,0.03621273230238896
trade_flow_only,20,signed_trade_volume_rolling_sum_5e,-0.03548211195817476,0.03548211195817476
trade_flow_only,20,notional_imbalance,0.02961151305813244,0.02961151305813244
trade_flow_only,20,trade_imbalance,0.029346039825387995,0.029346039825387995
trade_flow_only,20,buy_trade_volume,-0.028170895630170747,0.028170895630170747
trade_flow_only,20,sell_trade_volume,0.019749333071653837,0.019749333071653837
trade_flow_only,20,signed_trade_volume_rolling_sum_10e,-0.006858548039016671,0.006858548039016671
trade_flow_only,20,trade_volume,-0.005966575195489951,0.005966575195489951
trade_flow_only,20,sell_trade_notional,0.005013155425307406,0.005013155425307406
trade_flow_only,20,signed_trade_notional_rolling_sum_10e,-0.0012870823859926885,0.0012870823859926885
combined,20,imbalance_1,2.975108112083767,2.975108112083767
combined,20,imbalance_5,-0.8883630774567146,0.8883630774567146
combined,20,bid_depth_5,0.8497257979758793,0.8497257979758793
combined,20,trade_count_rolling_sum_50e,0.7152982108865561,0.7152982108865561
combined,20,best_bid_qty,-0.6147703964005587,0.6147703964005587
combined,20,best_ask_qty,0.4094097289998846,0.4094097289998846
combined,20,trade_intensity_rolling_mean_5e,-0.3964925859562024,0.3964925859562024
combined,20,trade_intensity_rolling_mean_10e,-0.3818130164976009,0.3818130164976009
combined,20,ask_depth_5,-0.3381234513396404,0.3381234513396404
combined,20,trade_notional_rolling_sum_50e,-0.327514822218267,0.327514822218267
combined,20,trade_intensity_rolling_mean_50e,-0.27180074750670213,0.27180074750670213
combined,20,trade_volume_rolling_sum_50e,-0.26641715136598026,0.26641715136598026
combined,20,imbalance_10,-0.25835294708947204,0.25835294708947204
combined,20,trade_count_rolling_sum_10e,0.25799590544540196,0.25799590544540196
combined,20,spread_bps,0.22366546609873741,0.22366546609873741
combined,20,sell_trade_count,0.19261617779306134,0.19261617779306134
combined,20,ask_depth_10,-0.17576963521068567,0.17576963521068567
combined,20,trade_volume_rolling_sum_20e,0.1738922136370111,0.1738922136370111
combined,20,buy_trade_count,-0.17203104707114425,0.17203104707114425
combined,20,trade_intensity_rolling_mean_20e,-0.15729998505782677,0.15729998505782677
combined,20,microprice_deviation_bps,-0.1435878572953927,0.1435878572953927
combined,20,trade_notional_rolling_sum_20e,0.13504006633162108,0.13504006633162108
combined,20,trade_volume_rolling_sum_5e,0.1197413577767463,0.1197413577767463
combined,20,notional_imbalance_rolling_20e,0.10654400308083564,0.10654400308083564
combined,20,trade_imbalance_rolling_20e,0.10569199175532933,0.10569199175532933
