label_spec,deadzone_type,deadzone_value,run_name,horizon,total_rows,up_count,down_count,flat_count,unknown_count,nonflat_count,up_share_total,down_share_total,flat_share_total,nonflat_share_total,up_share_nonflat
cost_aware_bps_deadzone_1_0,bps,1.0,20260704_144638,20,2913,21,77,2795,20,98,0.007209062821833162,0.026433230346721594,0.9594919327154137,0.03364229316855476,0.21428571428571427
cost_aware_bps_deadzone_1_0,bps,1.0,20260704_145150,20,2913,40,19,2834,20,59,0.013731548232063165,0.006522485410230003,0.9728801922416752,0.020254033642293168,0.6779661016949152
cost_aware_bps_deadzone_1_0,bps,1.0,20260704_145704,20,2913,0,0,2893,20,0,0.0,0.0,0.9931342258839684,0.0,
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_125643,20,2912,0,0,2892,20,0,0.0,0.0,0.9931318681318682,0.0,
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_130157,20,2913,0,0,2893,20,0,0.0,0.0,0.9931342258839684,0.0,
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_130711,20,2912,0,0,2892,20,0,0.0,0.0,0.9931318681318682,0.0,
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_131225,20,2912,0,16,2876,20,16,0.0,0.005494505494505495,0.9876373626373627,0.005494505494505495,0.0
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_131740,20,2913,14,0,2879,20,14,0.004806041881222108,0.0,0.9883281840027464,0.004806041881222108,1.0
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_132254,20,2913,0,0,2893,20,0,0.0,0.0,0.9931342258839684,0.0,
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_132808,20,2913,0,19,2874,20,19,0.0,0.006522485410230003,0.9866117404737385,0.006522485410230003,0.0
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_133321,20,2912,0,0,2892,20,0,0.0,0.0,0.9931318681318682,0.0,
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_133834,20,2913,50,61,2782,20,111,0.017164435290078956,0.020940611053896326,0.9550291795399931,0.03810504634397528,0.45045045045045046
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_134349,20,2912,19,0,2873,20,19,0.006524725274725275,0.0,0.9866071428571429,0.006524725274725275,1.0
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_134903,20,2912,0,0,2892,20,0,0.0,0.0,0.9931318681318682,0.0,
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_135418,20,2913,0,46,2847,20,46,0.0,0.01579128046687264,0.9773429454170958,0.01579128046687264,0.0
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_135929,20,2913,20,40,2833,20,60,0.006865774116031583,0.013731548232063165,0.9725369035358736,0.02059732234809475,0.3333333333333333
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_140444,20,2913,37,20,2836,20,57,0.012701682114658427,0.006865774116031583,0.9735667696532784,0.01956745623069001,0.6491228070175439
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_141000,20,2913,34,0,2859,20,34,0.01167181599725369,0.0,0.9814624098867147,0.01167181599725369,1.0
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_141515,20,2913,19,0,2874,20,19,0.006522485410230003,0.0,0.9866117404737385,0.006522485410230003,1.0
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_142028,20,2913,0,19,2874,20,19,0.0,0.006522485410230003,0.9866117404737385,0.006522485410230003,0.0
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_142541,20,2912,19,0,2873,20,19,0.006524725274725275,0.0,0.9866071428571429,0.006524725274725275,1.0
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_143056,20,2912,0,0,2892,20,0,0.0,0.0,0.9931318681318682,0.0,
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_143609,20,2913,6,7,2880,20,13,0.0020597322348094747,0.002403020940611054,0.9886714727085479,0.004462753175420529,0.46153846153846156
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_144124,20,2913,14,0,2879,20,14,0.004806041881222108,0.0,0.9883281840027464,0.004806041881222108,1.0
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_144638,20,2913,0,0,2893,20,0,0.0,0.0,0.9931342258839684,0.0,
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_145150,20,2913,19,0,2874,20,19,0.006522485410230003,0.0,0.9866117404737385,0.006522485410230003,1.0
cost_aware_bps_deadzone_2_0,bps,2.0,20260704_145704,20,2913,0,0,2893,20,0,0.0,0.0,0.9931342258839684,0.0,
current_tick_deadzone_0_5,ticks,0.5,20260704_125643,50,2912,339,579,1944,50,918,0.11641483516483517,0.19883241758241757,0.6675824175824175,0.31524725274725274,0.369281045751634
current_tick_deadzone_0_5,ticks,0.5,20260704_130157,50,2913,244,451,2168,50,695,0.0837624442155853,0.1548232063165122,0.7442499141778236,0.2385856505320975,0.3510791366906475
current_tick_deadzone_0_5,ticks,0.5,20260704_130711,50,2912,376,507,1979,50,883,0.12912087912087913,0.17410714285714285,0.6796016483516484,0.30322802197802196,0.4258210645526614
current_tick_deadzone_0_5,ticks,0.5,20260704_131225,50,2912,472,512,1878,50,984,0.1620879120879121,0.17582417582417584,0.6449175824175825,0.33791208791208793,0.4796747967479675
current_tick_deadzone_0_5,ticks,0.5,20260704_131740,50,2913,926,180,1757,50,1106,0.3178853415722623,0.061791967044284246,0.6031582560933745,0.3796773086165465,0.8372513562386981
current_tick_deadzone_0_5,ticks,0.5,20260704_132254,50,2913,827,306,1730,50,1133,0.28389975969790593,0.10504634397528322,0.5938894610367319,0.38894610367318916,0.7299205648720212
current_tick_deadzone_0_5,ticks,0.5,20260704_132808,50,2913,634,404,1825,50,1038,0.21764503947820116,0.13868863714383797,0.6265018880878819,0.35633367662203913,0.6107899807321773
current_tick_deadzone_0_5,ticks,0.5,20260704_133321,50,2912,1141,432,1289,50,1573,0.3918269230769231,0.14835164835164835,0.4426510989010989,0.5401785714285714,0.7253655435473617
current_tick_deadzone_0_5,ticks,0.5,20260704_133834,50,2913,697,918,1248,50,1615,0.23927222794370065,0.31513903192584963,0.42842430484037075,0.5544112598695503,0.43157894736842106
current_tick_deadzone_0_5,ticks,0.5,20260704_134349,50,2912,646,434,1782,50,1080,0.22184065934065933,0.14903846153846154,0.6119505494505495,0.3708791208791209,0.5981481481481481
current_tick_deadzone_0_5,ticks,0.5,20260704_134903,50,2912,671,537,1654,50,1208,0.23042582417582416,0.18440934065934067,0.5679945054945055,0.41483516483516486,0.5554635761589404
current_tick_deadzone_0_5,ticks,0.5,20260704_135418,50,2913,389,1114,1360,50,1503,0.13353930655681429,0.3824236182629592,0.4668726398901476,0.5159629248197735,0.2588157019294744
